customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,recency,frequency,monetary,churn,lifetime_days,avg_monthly_spend,predicted_clv_12m
10061,2022-07-21,2022-10-11,18,17849559.0,991642.0,447,18,17849559.0,1,82,4781131.875,57373582.5
10062,2022-09-27,2023-09-04,23,7072765.0,307512.0,119,23,7072765.0,1,342,570384.2741935484,6844611.29032258
10063,2022-09-28,2023-08-04,24,20942452.0,872602.0,150,24,20942452.0,1,310,1847863.4117647058,22174360.94117647
10064,2023-04-01,2023-05-31,26,3090863.0,118879.0,215,26,3090863.0,1,60,1030287.6666666666,12363452.0
10065,2023-04-07,2023-12-31,9,47814115.0,5312679.0,1,9,47814115.0,0,268,4813501.510067114,57762018.12080537
10066,2022-09-09,2023-04-09,10,35394056.0,3539406.0,267,10,35394056.0,1,212,4387692.892561983,52652314.7107438
10067,2022-10-23,2022-12-14,21,51530040.0,2453811.0,383,21,51530040.0,1,52,18852453.658536583,226229443.902439
10068,2022-12-04,2023-12-31,22,46047417.0,2093064.0,1,22,46047417.0,0,392,3273513.056872038,39282156.68246446
10069,2022-02-22,2023-06-12,18,25227922.0,1401551.0,203,18,25227922.0,1,475,1498688.4356435642,17984261.22772277
10070,2022-08-05,2022-11-16,24,27600000.0,1150000.0,411,24,27600000.0,1,103,6225563.909774436,74706766.91729322
10071,2022-07-07,2022-08-15,9,10881263.0,1209029.0,504,9,10881263.0,1,39,4730983.9130434785,56771806.95652174
10072,2023-01-15,2023-12-31,11,24671599.0,2242873.0,1,11,24671599.0,0,350,1947757.8157894737,23373093.789473683
10073,2023-05-08,2023-12-31,15,47073816.0,3138254.0,1,15,47073816.0,0,237,5289192.808988764,63470313.70786516
10074,2022-02-10,2023-09-28,3,3783354.0,1261118.0,95,3,3783354.0,0,595,181600.992,2179211.904
10075,2022-06-06,2023-12-31,10,45068686.0,4506869.0,1,10,45068686.0,0,573,2242223.184079602,26906678.20895522
10076,2022-01-15,2022-07-23,26,18520148.0,712313.0,527,26,18520148.0,1,189,2537006.5753424657,30444078.90410959
10077,2022-03-06,2022-04-18,24,46895248.0,1953969.0,623,24,46895248.0,1,43,19272019.726027396,231264236.71232873
10078,2022-12-10,2023-07-05,6,48996699.0,8166116.0,180,6,48996699.0,1,207,6202113.797468354,74425365.56962025
10079,2022-05-09,2023-07-24,5,35279936.0,7055987.0,161,5,35279936.0,1,441,2247129.6815286623,26965556.178343948
10080,2023-04-17,2023-07-08,5,34952728.0,6990546.0,177,5,34952728.0,1,82,9362337.857142856,112348054.28571427
10081,2022-03-04,2023-05-15,24,24199920.0,1008330.0,231,24,24199920.0,1,437,1554598.715203426,18655184.582441114
10082,2022-05-19,2022-07-09,15,43645443.0,2909696.0,541,15,43645443.0,1,51,16164978.888888888,193979746.66666666
10083,2023-05-14,2023-07-12,10,50049928.0,5004993.0,173,10,50049928.0,1,59,16870762.247191012,202449146.96629214
10084,2023-01-27,2023-11-12,9,40574155.0,4508239.0,50,9,40574155.0,0,289,3815751.2539184955,45789015.04702195
10085,2023-02-23,2023-10-15,3,32794386.0,10931462.0,78,3,32794386.0,0,234,3726634.7727272725,44719617.272727266
10086,2022-10-16,2023-01-12,18,32025079.0,1779171.0,354,18,32025079.0,1,88,8141969.237288136,97703630.84745763
10087,2023-01-14,2023-12-31,8,44353071.0,5544134.0,1,8,44353071.0,0,351,3492367.795275591,41908413.54330709
10088,2023-05-05,2023-12-31,9,28693151.0,3188128.0,1,9,28693151.0,0,240,3188127.888888889,38257534.66666667
10089,2022-08-19,2022-09-29,14,42036082.0,3002577.0,459,14,42036082.0,1,41,17761724.788732395,213140697.46478873
10090,2022-02-10,2022-12-26,25,27051371.0,1082055.0,371,25,27051371.0,1,319,2325332.7507163323,27903993.00859599
10091,2022-01-28,2023-02-15,11,4372169.0,397470.0,320,11,4372169.0,1,383,317590.9685230024,3811091.6222760286
10092,2022-05-15,2022-08-27,13,20704508.0,1592654.0,492,13,20704508.0,1,104,4635337.611940298,55624051.34328358
10093,2022-07-20,2023-12-31,12,23777601.0,1981467.0,1,12,23777601.0,0,529,1276078.7656529518,15312945.187835421
10094,2022-02-02,2023-10-15,23,8394156.0,364963.0,78,23,8394156.0,0,620,387422.5846153846,4649071.0153846145
10095,2022-02-17,2023-06-02,3,6406814.0,2135605.0,213,3,6406814.0,1,470,384408.84,4612906.08
10096,2023-05-18,2023-12-31,20,28401619.0,1420081.0,1,20,28401619.0,0,227,3315364.085603113,39784369.027237356
10097,2023-02-11,2023-08-13,6,5525297.0,920883.0,141,6,5525297.0,1,183,778210.8450704226,9338530.140845072
10098,2022-04-09,2022-08-12,7,16589615.0,2369945.0,507,7,16589615.0,1,125,3210893.2258064514,38530718.70967741
10099,2023-04-07,2023-12-31,11,39025526.0,3547775.0,1,11,39025526.0,0,268,3928744.2281879196,47144930.73825504
10100,2022-01-05,2022-08-31,19,50193155.0,2641745.0,488,19,50193155.0,1,238,5618636.753731343,67423641.04477611
10101,2022-08-06,2023-08-13,5,37667825.0,7533565.0,141,5,37667825.0,1,372,2811031.7164179105,33732380.59701493
10102,2023-05-18,2023-09-12,18,51625378.0,2868077.0,111,18,51625378.0,1,117,10535791.428571427,126429497.14285713
10103,2023-02-02,2023-12-31,7,36675569.0,5239367.0,1,7,36675569.0,0,332,3039411.7955801105,36472941.54696132
10104,2023-01-28,2023-12-31,18,16124759.0,895820.0,1,18,16124759.0,0,337,1318100.190735695,15817202.28882834
10105,2022-07-26,2023-01-28,5,35340269.0,7068054.0,338,5,35340269.0,1,186,4908370.694444444,58900448.33333333
10106,2022-01-15,2023-09-13,22,36869564.0,1675889.0,110,22,36869564.0,0,606,1739130.3773584906,20869564.528301887
10107,2023-04-06,2023-12-31,17,20083731.0,1181396.0,1,17,20083731.0,0,269,2015090.066889632,24181080.802675582
10108,2022-08-29,2023-02-11,5,2099864.0,419973.0,324,5,2099864.0,1,166,321407.7551020408,3856893.06122449
10109,2022-04-06,2023-07-07,22,36922549.0,1678298.0,178,22,36922549.0,1,457,2274489.6714579053,27293876.057494864
10110,2023-04-30,2023-12-31,16,2302365.0,143898.0,1,16,2302365.0,0,245,251167.0909090909,3014005.090909091
10111,2023-02-11,2023-12-31,18,33264354.0,1848020.0,1,18,33264354.0,0,323,2826998.9235127475,33923987.08215297
10112,2022-08-19,2023-02-05,19,9511718.0,500617.0,330,19,9511718.0,1,170,1426757.7,17121092.4
10113,2022-06-20,2022-10-10,26,29932659.0,1151256.0,448,26,29932659.0,1,112,6323801.197183099,75885614.36619718
10114,2022-02-05,2022-08-30,22,26798782.0,1218126.0,489,22,26798782.0,1,206,3406624.8305084747,40879497.9661017
10115,2022-06-09,2023-01-22,25,1886493.0,75460.0,344,25,1886493.0,1,227,220213.1906614786,2642558.2879377436
10116,2022-08-31,2023-12-31,20,19633584.0,981679.0,1,20,19633584.0,0,487,1139279.5357833656,13671354.429400388
10117,2022-03-27,2023-06-20,20,31735431.0,1586772.0,195,20,31735431.0,1,450,1983464.4375,23801573.25
10118,2022-01-28,2023-04-03,24,44309213.0,1846217.0,273,24,44309213.0,1,430,2889731.2826086953,34676775.391304344
10119,2022-12-06,2023-12-31,16,46343019.0,2896439.0,1,16,46343019.0,0,390,3310215.6428571427,39722587.71428572
10120,2022-11-27,2023-08-01,20,25779578.0,1288979.0,153,20,25779578.0,1,247,2792012.057761733,33504144.693140797
10121,2023-05-21,2023-12-11,17,38203862.0,2247286.0,21,17,38203862.0,0,204,4897931.025641026,58775172.30769231
10122,2022-12-14,2023-02-04,17,17275892.0,1016229.0,331,17,17275892.0,1,52,6320448.292682927,75845379.51219513
10123,2023-04-18,2023-12-31,8,18583069.0,2322884.0,1,8,18583069.0,0,257,1942481.080139373,23309772.961672477
10124,2022-08-19,2022-09-30,17,11078747.0,651691.0,458,17,11078747.0,1,42,4616144.583333334,55393735.00000001
10125,2022-07-09,2022-11-16,20,29746964.0,1487348.0,411,20,29746964.0,1,130,5577555.75,66930669.0
10126,2022-08-13,2023-12-31,6,17179859.0,2863310.0,1,6,17179859.0,0,505,963356.5794392524,11560278.953271028
10127,2023-01-20,2023-12-31,25,5486042.0,219442.0,1,25,5486042.0,0,345,438883.36,5266600.32
10128,2023-01-12,2023-12-31,10,35998309.0,3599831.0,1,10,35998309.0,0,353,2819710.887728459,33836530.65274151
10129,2022-10-10,2023-12-31,17,37153863.0,2185521.0,1,17,37153863.0,0,447,2336720.9433962265,28040651.320754718
10130,2022-09-16,2023-12-31,5,19487615.0,3897523.0,1,5,19487615.0,0,471,1166923.0538922157,14003076.646706589
10131,2022-12-25,2023-12-31,17,5097549.0,299856.0,1,17,5097549.0,0,371,381362.7680798005,4576353.216957605
10132,2023-04-01,2023-12-31,15,22855924.0,1523728.0,1,15,22855924.0,0,274,2255518.8157894737,27066225.789473683
10133,2023-02-15,2023-06-25,11,23670641.0,2151876.0,190,11,23670641.0,1,130,4438245.1875,53258942.25
10134,2022-11-14,2023-12-31,4,35168481.0,8792120.0,1,4,35168481.0,0,412,2387000.972850679,28644011.67420815
10135,2022-08-13,2023-07-12,26,17223153.0,662429.0,173,26,17223153.0,1,333,1423401.0743801654,17080812.892561987
10136,2022-08-22,2023-12-31,10,35876043.0,3587604.0,1,10,35876043.0,0,496,2046162.1482889731,24553945.77946768
10137,2023-01-09,2023-12-31,22,45471618.0,2066892.0,1,22,45471618.0,0,356,3534063.5751295337,42408762.901554406
10138,2023-04-17,2023-12-31,19,13264291.0,698121.0,1,19,13264291.0,0,258,1381696.9791666667,16580363.75
10139,2022-08-21,2023-07-19,15,50929113.0,3395274.0,166,15,50929113.0,1,332,4220644.723756907,50647736.68508288
10140,2022-04-23,2023-09-30,3,20827501.0,6942500.0,93,3,20827501.0,0,525,1125810.8648648649,13509730.378378378
10141,2023-05-12,2023-12-31,4,14776741.0,3694185.0,1,4,14776741.0,0,233,1685559.8098859317,20226717.71863118
10142,2023-03-18,2023-12-08,17,22612768.0,1330163.0,24,17,22612768.0,0,265,2299603.525423729,27595242.305084746
10143,2022-09-25,2023-12-31,14,5995392.0,428242.0,1,14,5995392.0,0,462,365572.6829268293,4386872.195121951
10144,2023-05-25,2023-07-06,16,7585860.0,474116.0,179,16,7585860.0,1,42,3160775.0,37929300.0
10145,2023-01-21,2023-09-17,27,22253250.0,824194.0,106,27,22253250.0,0,239,2481775.092936803,29781301.11524164
10146,2023-01-22,2023-12-31,4,39932182.0,9983046.0,1,4,39932182.0,0,343,3211703.6461126003,38540443.753351204
10147,2022-04-23,2022-08-30,20,46935862.0,2346793.0,489,20,46935862.0,1,129,8855823.018867925,106269876.2264151
10148,2022-03-22,2022-05-21,24,34972754.0,1457198.0,590,24,34972754.0,1,60,11657584.666666666,139891016.0
10149,2022-04-23,2023-11-01,9,6545153.0,727239.0,61,9,6545153.0,0,557,334505.26405451447,4014063.1686541736
10150,2022-01-02,2022-12-26,25,35338604.0,1413544.0,371,25,35338604.0,1,358,2732366.288659794,32788395.463917524
10151,2022-08-08,2023-02-19,27,33479738.0,1239990.0,316,27,33479738.0,1,195,4463965.066666666,53567580.8
10152,2022-08-13,2023-12-14,8,42132807.0,5266601.0,18,8,42132807.0,0,488,2440123.9575289576,29281487.49034749
10153,2023-01-20,2023-05-29,16,43122632.0,2695164.0,217,16,43122632.0,1,129,8136345.660377359,97636147.9245283
10154,2023-02-07,2023-08-28,10,45304716.0,4530472.0,126,10,45304716.0,1,202,5858368.448275862,70300421.37931034
10155,2022-05-10,2022-11-17,24,22237881.0,926578.0,410,24,22237881.0,1,191,3018716.8778280546,36224602.53393666
10156,2022-02-22,2022-12-11,4,36651511.0,9162878.0,386,4,36651511.0,1,292,3414737.0496894415,40976844.596273296
10157,2023-02-20,2023-12-20,19,14827118.0,780375.0,12,19,14827118.0,0,303,1335776.3963963964,16029316.756756756
10158,2022-09-04,2022-10-06,7,51966283.0,7423755.0,452,7,51966283.0,1,32,25144975.645161293,301739707.7419355
10159,2023-03-15,2023-05-11,16,10106979.0,631686.0,235,16,10106979.0,1,57,3485165.1724137934,41821982.068965524
10160,2022-07-22,2023-07-12,27,1713813.0,63475.0,173,27,1713813.0,1,355,133543.87012987013,1602526.4415584416
10161,2022-07-03,2022-12-28,26,8759483.0,336903.0,369,26,8759483.0,1,178,1263386.971153846,15160643.653846152
10162,2022-05-03,2023-11-23,22,40614312.0,1846105.0,39,22,40614312.0,0,569,2034105.7762938233,24409269.31552588
10163,2023-02-05,2023-12-31,23,23896611.0,1038983.0,1,23,23896611.0,0,329,1996931.2813370472,23963175.376044568
10164,2022-10-21,2023-12-31,23,23933013.0,1040566.0,1,23,23933013.0,0,436,1540751.9098712446,18489022.918454934
10165,2022-10-07,2023-01-09,24,49715164.0,2071465.0,357,24,49715164.0,1,94,12027862.258064518,144334347.09677422
10166,2022-07-17,2023-08-06,5,47917453.0,9583491.0,148,5,47917453.0,1,385,3463912.265060241,41566947.18072289
10167,2023-05-26,2023-12-31,7,17008693.0,2429813.0,1,7,17008693.0,0,219,2049240.1204819276,24590881.44578313
10168,2022-05-24,2023-03-01,18,11820153.0,656675.0,306,18,11820153.0,1,281,1140207.6848874597,13682492.218649518
10169,2022-07-20,2023-04-10,20,44302896.0,2215145.0,266,20,44302896.0,1,264,4520703.673469387,54248444.081632644
10170,2022-05-04,2023-01-15,19,47225769.0,2485567.0,351,19,47225769.0,1,256,4953751.993006993,59445023.91608392
10171,2022-07-06,2023-12-31,13,28713124.0,2208702.0,1,13,28713124.0,0,543,1503304.9214659685,18039659.05759162
10172,2022-11-22,2023-10-30,19,33174725.0,1746038.0,63,19,33174725.0,0,342,2675381.0483870967,32104572.58064516
10173,2023-04-09,2023-06-26,18,14251246.0,791736.0,189,18,14251246.0,1,78,3958679.4444444445,47504153.333333336
10174,2022-12-15,2023-05-11,25,41880777.0,1675231.0,235,25,41880777.0,1,147,7098436.779661017,85181241.3559322
10175,2023-02-07,2023-05-01,4,33311819.0,8327955.0,245,4,33311819.0,1,83,8843845.75221239,106126149.02654868
10176,2022-12-12,2023-12-31,6,26778486.0,4463081.0,1,6,26778486.0,0,384,1940470.0,23285640.0
10177,2023-05-26,2023-08-07,23,4253515.0,184935.0,147,23,4253515.0,1,73,1238887.86407767,14866654.36893204
10178,2022-05-27,2022-08-17,9,47729496.0,5303277.0,502,9,47729496.0,1,82,12784686.42857143,153416237.14285713
10179,2022-05-28,2023-12-31,4,32464932.0,8116233.0,1,4,32464932.0,0,582,1591418.2352941178,19097018.823529415
10180,2023-05-04,2023-12-31,8,10988708.0,1373588.0,1,8,10988708.0,0,241,1216462.1402214023,14597545.682656828
10181,2022-12-04,2023-12-31,19,32004415.0,1684443.0,1,19,32004415.0,0,392,2275195.3791469196,27302344.549763035
10182,2023-04-18,2023-08-27,9,35615138.0,3957238.0,127,9,35615138.0,1,131,6636361.118012423,79636333.41614908
10183,2022-05-31,2023-08-01,27,27909133.0,1033672.0,153,27,27909133.0,1,427,1832109.387308534,21985312.647702407
10184,2023-02-19,2023-08-05,7,37679568.0,5382795.0,149,7,37679568.0,1,167,5738005.279187817,68856063.3502538
10185,2022-10-25,2023-12-15,7,30737861.0,4391123.0,17,7,30737861.0,0,416,2067569.1255605381,24810829.50672646
10186,2022-09-20,2023-02-07,22,49346695.0,2243032.0,328,22,49346695.0,1,140,8708240.294117646,104498883.52941176
10187,2022-05-24,2023-12-31,18,3927812.0,218212.0,1,18,3927812.0,0,586,191289.54545454544,2295474.5454545454
10188,2022-12-12,2023-01-27,21,6597282.0,314156.0,339,21,6597282.0,1,46,2604190.263157895,31250283.157894738
10189,2022-01-02,2022-08-01,11,10022519.0,911138.0,518,11,10022519.0,1,211,1247616.4730290456,14971397.676348548
10190,2022-10-31,2023-12-31,7,36260690.0,5180099.0,1,7,36260690.0,0,426,2385571.710526316,28626860.526315793
10191,2022-09-11,2023-12-31,10,33996270.0,3399627.0,1,10,33996270.0,0,476,2015589.1304347825,24187069.56521739
10192,2023-03-29,2023-10-15,11,46516590.0,4228781.0,78,11,46516590.0,0,200,6067381.304347826,72808575.6521739
10193,2022-02-06,2023-04-20,7,38430175.0,5490025.0,256,7,38430175.0,1,438,2463472.7564102565,29561673.07692308
10194,2022-06-09,2023-07-21,12,27024459.0,2252038.0,164,12,27024459.0,1,407,1855226.0183066363,22262712.219679635
10195,2022-01-09,2022-08-14,27,51585055.0,1910558.0,505,27,51585055.0,1,217,6265391.295546558,75184695.5465587
10196,2022-08-21,2023-05-07,4,14718284.0,3679571.0,239,4,14718284.0,1,259,1527849.5501730104,18334194.602076124
10197,2022-04-09,2022-09-04,11,43526136.0,3956921.0,484,11,43526136.0,1,148,7335865.617977528,88030387.41573033
10198,2022-07-27,2023-01-28,13,22880951.0,1760073.0,338,13,22880951.0,1,185,3192690.837209302,38312290.04651162
10199,2022-05-11,2023-09-17,6,34155745.0,5692624.0,106,6,34155745.0,0,494,1955481.583969466,23465779.00763359
10200,2023-02-08,2023-06-21,24,38145238.0,1589385.0,194,24,38145238.0,1,133,7020595.950920245,84247151.41104293
10201,2022-06-01,2023-12-31,24,33394708.0,1391446.0,1,24,33394708.0,0,578,1647765.1973684211,19773182.368421055
10202,2022-02-23,2023-08-08,24,8337771.0,347407.0,146,24,8337771.0,1,531,445870.10695187165,5350441.28342246
10203,2022-04-30,2022-11-20,4,23701911.0,5925478.0,407,4,23701911.0,1,204,3038706.5384615385,36464478.461538464
10204,2023-02-24,2023-12-31,25,29721070.0,1188843.0,1,25,29721070.0,0,310,2622447.3529411764,31469368.23529412
10205,2023-02-26,2023-08-08,8,44331423.0,5541428.0,146,8,44331423.0,1,163,6890894.766839378,82690737.20207253
10206,2022-04-14,2023-06-08,16,23737204.0,1483575.0,207,16,23737204.0,1,420,1582480.2666666666,18989763.2
10207,2022-09-11,2023-12-31,3,47872363.0,15957454.0,1,3,47872363.0,0,476,2838282.3913043477,34059388.69565217
10208,2022-08-15,2022-10-16,20,23571011.0,1178551.0,442,20,23571011.0,1,62,7686199.239130435,92234390.86956522
10209,2022-04-22,2022-07-15,9,29078017.0,3230891.0,535,9,29078017.0,1,84,7652109.736842105,91825316.84210527
10210,2023-05-25,2023-12-31,3,41651313.0,13883771.0,1,3,41651313.0,0,220,4998157.5600000005,59977890.720000006
10211,2023-04-18,2023-05-29,3,30819838.0,10273279.0,217,3,30819838.0,1,41,13022466.760563381,156269601.12676057
10212,2022-04-09,2023-10-18,3,49979078.0,16659693.0,75,3,49979078.0,0,557,2554297.0017035776,30651564.020442933
10213,2022-06-02,2023-12-31,26,34745060.0,1336348.0,1,26,34745060.0,0,577,1717218.780889621,20606625.370675452
10214,2022-12-04,2023-12-31,6,27753640.0,4625607.0,1,6,27753640.0,0,392,1973007.5829383887,23676090.995260663
10215,2022-06-12,2023-11-07,6,2398472.0,399745.0,55,6,2398472.0,0,513,132512.26519337014,1590147.1823204416
10216,2022-06-10,2023-02-22,20,22217631.0,1110882.0,313,20,22217631.0,1,257,2322400.4529616726,27868805.435540073
10217,2023-02-02,2023-12-31,13,16401820.0,1261678.0,1,13,16401820.0,0,332,1359266.8508287293,16311202.209944751
10218,2022-10-04,2023-12-31,3,39203768.0,13067923.0,1,3,39203768.0,0,453,2435016.645962733,29220199.751552794
10219,2023-05-19,2023-11-24,12,11780506.0,981709.0,38,12,11780506.0,0,189,1613767.9452054794,19365215.34246575
10220,2023-01-27,2023-12-31,11,11625180.0,1056835.0,1,11,11625180.0,0,338,947704.8913043478,11372458.695652174
10221,2022-05-15,2023-01-24,25,10827567.0,433103.0,342,25,10827567.0,1,254,1143757.0774647887,13725084.929577464
10222,2022-07-14,2023-12-29,6,7581273.0,1263546.0,3,6,7581273.0,0,533,403975.4706927176,4847705.6483126115
10223,2023-02-05,2023-12-31,8,16999156.0,2124894.0,1,8,16999156.0,0,329,1420542.2841225627,17046507.409470752
10224,2022-02-02,2022-04-17,18,46204843.0,2566936.0,624,18,46204843.0,1,74,13328320.096153846,159939841.15384614
10225,2023-04-05,2023-12-04,4,40566366.0,10141592.0,28,4,40566366.0,0,243,4457842.417582418,53494109.01098901
10226,2023-04-15,2023-07-12,25,38550762.0,1542030.0,173,25,38550762.0,1,88,9801041.186440678,117612494.23728815
10227,2023-01-10,2023-12-31,20,41704710.0,2085236.0,1,20,41704710.0,0,355,3249717.662337662,38996611.948051944
