customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,recency,frequency,monetary,churn
10050,2023-05-24,2023-12-31,19,12430435.0,654233.0,1,19,12430435.0,0
10051,2022-02-04,2022-10-06,16,38243916.0,2390245.0,452,16,38243916.0,1
10052,2022-07-25,2023-12-31,26,26614758.0,1023645.0,1,26,26614758.0,0
10053,2022-03-22,2022-05-17,13,22289908.0,1714608.0,594,13,22289908.0,1
10054,2023-01-23,2023-10-10,21,9795515.0,466453.0,83,21,9795515.0,0
10055,2022-01-02,2023-08-19,4,10726383.0,2681596.0,135,4,10726383.0,1
10056,2023-01-25,2023-12-31,5,1736023.0,347205.0,1,5,1736023.0,0
10057,2022-04-16,2023-01-03,13,5844454.0,449573.0,363,13,5844454.0,1
10058,2023-04-22,2023-12-31,8,29487406.0,3685926.0,1,8,29487406.0,0
10059,2023-02-06,2023-12-31,16,46507155.0,2906697.0,1,16,46507155.0,0
10060,2022-06-11,2023-08-17,21,15787970.0,751808.0,137,21,15787970.0,1
10061,2022-07-21,2022-10-11,18,17849559.0,991642.0,447,18,17849559.0,1
10062,2022-09-27,2023-09-04,23,7072765.0,307512.0,119,23,7072765.0,1
10063,2022-09-28,2023-08-04,24,20942452.0,872602.0,150,24,20942452.0,1
10064,2023-04-01,2023-05-31,26,3090863.0,118879.0,215,26,3090863.0,1
10065,2023-04-07,2023-12-31,9,47814115.0,5312679.0,1,9,47814115.0,0
10066,2022-09-09,2023-04-09,10,35394056.0,3539406.0,267,10,35394056.0,1
10067,2022-10-23,2022-12-14,21,51530040.0,2453811.0,383,21,51530040.0,1
10068,2022-12-04,2023-12-31,22,46047417.0,2093064.0,1,22,46047417.0,0
10069,2022-02-22,2023-06-12,18,25227922.0,1401551.0,203,18,25227922.0,1
10070,2022-08-05,2022-11-16,24,27600000.0,1150000.0,411,24,27600000.0,1
10071,2022-07-07,2022-08-15,9,10881263.0,1209029.0,504,9,10881263.0,1
10072,2023-01-15,2023-12-31,11,24671599.0,2242873.0,1,11,24671599.0,0
10073,2023-05-08,2023-12-31,15,47073816.0,3138254.0,1,15,47073816.0,0
10074,2022-02-10,2023-09-28,3,3783354.0,1261118.0,95,3,3783354.0,0
10075,2022-06-06,2023-12-31,10,45068686.0,4506869.0,1,10,45068686.0,0
10076,2022-01-15,2022-07-23,26,18520148.0,712313.0,527,26,18520148.0,1
10077,2022-03-06,2022-04-18,24,46895248.0,1953969.0,623,24,46895248.0,1
10078,2022-12-10,2023-07-05,6,48996699.0,8166116.0,180,6,48996699.0,1
10079,2022-05-09,2023-07-24,5,35279936.0,7055987.0,161,5,35279936.0,1
10080,2023-04-17,2023-07-08,5,34952728.0,6990546.0,177,5,34952728.0,1
10081,2022-03-04,2023-05-15,24,24199920.0,1008330.0,231,24,24199920.0,1
10082,2022-05-19,2022-07-09,15,43645443.0,2909696.0,541,15,43645443.0,1
10083,2023-05-14,2023-07-12,10,50049928.0,5004993.0,173,10,50049928.0,1
10084,2023-01-27,2023-11-12,9,40574155.0,4508239.0,50,9,40574155.0,0
10085,2023-02-23,2023-10-15,3,32794386.0,10931462.0,78,3,32794386.0,0
10086,2022-10-16,2023-01-12,18,32025079.0,1779171.0,354,18,32025079.0,1
10087,2023-01-14,2023-12-31,8,44353071.0,5544134.0,1,8,44353071.0,0
10088,2023-05-05,2023-12-31,9,28693151.0,3188128.0,1,9,28693151.0,0
10089,2022-08-19,2022-09-29,14,42036082.0,3002577.0,459,14,42036082.0,1
10090,2022-02-10,2022-12-26,25,27051371.0,1082055.0,371,25,27051371.0,1
10091,2022-01-28,2023-02-15,11,4372169.0,397470.0,320,11,4372169.0,1
10092,2022-05-15,2022-08-27,13,20704508.0,1592654.0,492,13,20704508.0,1
10093,2022-07-20,2023-12-31,12,23777601.0,1981467.0,1,12,23777601.0,0
10094,2022-02-02,2023-10-15,23,8394156.0,364963.0,78,23,8394156.0,0
10095,2022-02-17,2023-06-02,3,6406814.0,2135605.0,213,3,6406814.0,1
10096,2023-05-18,2023-12-31,20,28401619.0,1420081.0,1,20,28401619.0,0
10097,2023-02-11,2023-08-13,6,5525297.0,920883.0,141,6,5525297.0,1
10098,2022-04-09,2022-08-12,7,16589615.0,2369945.0,507,7,16589615.0,1
10099,2023-04-07,2023-12-31,11,39025526.0,3547775.0,1,11,39025526.0,0
10100,2022-01-05,2022-08-31,19,50193155.0,2641745.0,488,19,50193155.0,1
10101,2022-08-06,2023-08-13,5,37667825.0,7533565.0,141,5,37667825.0,1
10102,2023-05-18,2023-09-12,18,51625378.0,2868077.0,111,18,51625378.0,1
10103,2023-02-02,2023-12-31,7,36675569.0,5239367.0,1,7,36675569.0,0
10104,2023-01-28,2023-12-31,18,16124759.0,895820.0,1,18,16124759.0,0
10105,2022-07-26,2023-01-28,5,35340269.0,7068054.0,338,5,35340269.0,1
10106,2022-01-15,2023-09-13,22,36869564.0,1675889.0,110,22,36869564.0,0
10107,2023-04-06,2023-12-31,17,20083731.0,1181396.0,1,17,20083731.0,0
10108,2022-08-29,2023-02-11,5,2099864.0,419973.0,324,5,2099864.0,1
10109,2022-04-06,2023-07-07,22,36922549.0,1678298.0,178,22,36922549.0,1
10110,2023-04-30,2023-12-31,16,2302365.0,143898.0,1,16,2302365.0,0
10111,2023-02-11,2023-12-31,18,33264354.0,1848020.0,1,18,33264354.0,0
10112,2022-08-19,2023-02-05,19,9511718.0,500617.0,330,19,9511718.0,1
10113,2022-06-20,2022-10-10,26,29932659.0,1151256.0,448,26,29932659.0,1
10114,2022-02-05,2022-08-30,22,26798782.0,1218126.0,489,22,26798782.0,1
10115,2022-06-09,2023-01-22,25,1886493.0,75460.0,344,25,1886493.0,1
10116,2022-08-31,2023-12-31,20,19633584.0,981679.0,1,20,19633584.0,0
10117,2022-03-27,2023-06-20,20,31735431.0,1586772.0,195,20,31735431.0,1
10118,2022-01-28,2023-04-03,24,44309213.0,1846217.0,273,24,44309213.0,1
10119,2022-12-06,2023-12-31,16,46343019.0,2896439.0,1,16,46343019.0,0
10120,2022-11-27,2023-08-01,20,25779578.0,1288979.0,153,20,25779578.0,1
10121,2023-05-21,2023-12-11,17,38203862.0,2247286.0,21,17,38203862.0,0
10122,2022-12-14,2023-02-04,17,17275892.0,1016229.0,331,17,17275892.0,1
10123,2023-04-18,2023-12-31,8,18583069.0,2322884.0,1,8,18583069.0,0
10124,2022-08-19,2022-09-30,17,11078747.0,651691.0,458,17,11078747.0,1
10125,2022-07-09,2022-11-16,20,29746964.0,1487348.0,411,20,29746964.0,1
10126,2022-08-13,2023-12-31,6,17179859.0,2863310.0,1,6,17179859.0,0
10127,2023-01-20,2023-12-31,25,5486042.0,219442.0,1,25,5486042.0,0
10128,2023-01-12,2023-12-31,10,35998309.0,3599831.0,1,10,35998309.0,0
10129,2022-10-10,2023-12-31,17,37153863.0,2185521.0,1,17,37153863.0,0
10130,2022-09-16,2023-12-31,5,19487615.0,3897523.0,1,5,19487615.0,0
10131,2022-12-25,2023-12-31,17,5097549.0,299856.0,1,17,5097549.0,0
10132,2023-04-01,2023-12-31,15,22855924.0,1523728.0,1,15,22855924.0,0
10133,2023-02-15,2023-06-25,11,23670641.0,2151876.0,190,11,23670641.0,1
10134,2022-11-14,2023-12-31,4,35168481.0,8792120.0,1,4,35168481.0,0
10135,2022-08-13,2023-07-12,26,17223153.0,662429.0,173,26,17223153.0,1
10136,2022-08-22,2023-12-31,10,35876043.0,3587604.0,1,10,35876043.0,0
10137,2023-01-09,2023-12-31,22,45471618.0,2066892.0,1,22,45471618.0,0
10138,2023-04-17,2023-12-31,19,13264291.0,698121.0,1,19,13264291.0,0
10139,2022-08-21,2023-07-19,15,50929113.0,3395274.0,166,15,50929113.0,1
10140,2022-04-23,2023-09-30,3,20827501.0,6942500.0,93,3,20827501.0,0
10141,2023-05-12,2023-12-31,4,14776741.0,3694185.0,1,4,14776741.0,0
10142,2023-03-18,2023-12-08,17,22612768.0,1330163.0,24,17,22612768.0,0
10143,2022-09-25,2023-12-31,14,5995392.0,428242.0,1,14,5995392.0,0
10144,2023-05-25,2023-07-06,16,7585860.0,474116.0,179,16,7585860.0,1
10145,2023-01-21,2023-09-17,27,22253250.0,824194.0,106,27,22253250.0,0
10146,2023-01-22,2023-12-31,4,39932182.0,9983046.0,1,4,39932182.0,0
10147,2022-04-23,2022-08-30,20,46935862.0,2346793.0,489,20,46935862.0,1
10148,2022-03-22,2022-05-21,24,34972754.0,1457198.0,590,24,34972754.0,1
10149,2022-04-23,2023-11-01,9,6545153.0,727239.0,61,9,6545153.0,0
10150,2022-01-02,2022-12-26,25,35338604.0,1413544.0,371,25,35338604.0,1
10151,2022-08-08,2023-02-19,27,33479738.0,1239990.0,316,27,33479738.0,1
10152,2022-08-13,2023-12-14,8,42132807.0,5266601.0,18,8,42132807.0,0
10153,2023-01-20,2023-05-29,16,43122632.0,2695164.0,217,16,43122632.0,1
10154,2023-02-07,2023-08-28,10,45304716.0,4530472.0,126,10,45304716.0,1
10155,2022-05-10,2022-11-17,24,22237881.0,926578.0,410,24,22237881.0,1
10156,2022-02-22,2022-12-11,4,36651511.0,9162878.0,386,4,36651511.0,1
10157,2023-02-20,2023-12-20,19,14827118.0,780375.0,12,19,14827118.0,0
10158,2022-09-04,2022-10-06,7,51966283.0,7423755.0,452,7,51966283.0,1
10159,2023-03-15,2023-05-11,16,10106979.0,631686.0,235,16,10106979.0,1
10160,2022-07-22,2023-07-12,27,1713813.0,63475.0,173,27,1713813.0,1
10161,2022-07-03,2022-12-28,26,8759483.0,336903.0,369,26,8759483.0,1
10162,2022-05-03,2023-11-23,22,40614312.0,1846105.0,39,22,40614312.0,0
10163,2023-02-05,2023-12-31,23,23896611.0,1038983.0,1,23,23896611.0,0
10164,2022-10-21,2023-12-31,23,23933013.0,1040566.0,1,23,23933013.0,0
10165,2022-10-07,2023-01-09,24,49715164.0,2071465.0,357,24,49715164.0,1
10166,2022-07-17,2023-08-06,5,47917453.0,9583491.0,148,5,47917453.0,1
10167,2023-05-26,2023-12-31,7,17008693.0,2429813.0,1,7,17008693.0,0
10168,2022-05-24,2023-03-01,18,11820153.0,656675.0,306,18,11820153.0,1
10169,2022-07-20,2023-04-10,20,44302896.0,2215145.0,266,20,44302896.0,1
10170,2022-05-04,2023-01-15,19,47225769.0,2485567.0,351,19,47225769.0,1
10171,2022-07-06,2023-12-31,13,28713124.0,2208702.0,1,13,28713124.0,0
10172,2022-11-22,2023-10-30,19,33174725.0,1746038.0,63,19,33174725.0,0
10173,2023-04-09,2023-06-26,18,14251246.0,791736.0,189,18,14251246.0,1
10174,2022-12-15,2023-05-11,25,41880777.0,1675231.0,235,25,41880777.0,1
10175,2023-02-07,2023-05-01,4,33311819.0,8327955.0,245,4,33311819.0,1
10176,2022-12-12,2023-12-31,6,26778486.0,4463081.0,1,6,26778486.0,0
10177,2023-05-26,2023-08-07,23,4253515.0,184935.0,147,23,4253515.0,1
10178,2022-05-27,2022-08-17,9,47729496.0,5303277.0,502,9,47729496.0,1
10179,2022-05-28,2023-12-31,4,32464932.0,8116233.0,1,4,32464932.0,0
10180,2023-05-04,2023-12-31,8,10988708.0,1373588.0,1,8,10988708.0,0
10181,2022-12-04,2023-12-31,19,32004415.0,1684443.0,1,19,32004415.0,0
10182,2023-04-18,2023-08-27,9,35615138.0,3957238.0,127,9,35615138.0,1
10183,2022-05-31,2023-08-01,27,27909133.0,1033672.0,153,27,27909133.0,1
10184,2023-02-19,2023-08-05,7,37679568.0,5382795.0,149,7,37679568.0,1
10185,2022-10-25,2023-12-15,7,30737861.0,4391123.0,17,7,30737861.0,0
10186,2022-09-20,2023-02-07,22,49346695.0,2243032.0,328,22,49346695.0,1
10187,2022-05-24,2023-12-31,18,3927812.0,218212.0,1,18,3927812.0,0
10188,2022-12-12,2023-01-27,21,6597282.0,314156.0,339,21,6597282.0,1
10189,2022-01-02,2022-08-01,11,10022519.0,911138.0,518,11,10022519.0,1
10190,2022-10-31,2023-12-31,7,36260690.0,5180099.0,1,7,36260690.0,0
10191,2022-09-11,2023-12-31,10,33996270.0,3399627.0,1,10,33996270.0,0
10192,2023-03-29,2023-10-15,11,46516590.0,4228781.0,78,11,46516590.0,0
10193,2022-02-06,2023-04-20,7,38430175.0,5490025.0,256,7,38430175.0,1
10194,2022-06-09,2023-07-21,12,27024459.0,2252038.0,164,12,27024459.0,1
10195,2022-01-09,2022-08-14,27,51585055.0,1910558.0,505,27,51585055.0,1
10196,2022-08-21,2023-05-07,4,14718284.0,3679571.0,239,4,14718284.0,1
10197,2022-04-09,2022-09-04,11,43526136.0,3956921.0,484,11,43526136.0,1
10198,2022-07-27,2023-01-28,13,22880951.0,1760073.0,338,13,22880951.0,1
10199,2022-05-11,2023-09-17,6,34155745.0,5692624.0,106,6,34155745.0,0
10200,2023-02-08,2023-06-21,24,38145238.0,1589385.0,194,24,38145238.0,1
10201,2022-06-01,2023-12-31,24,33394708.0,1391446.0,1,24,33394708.0,0
10202,2022-02-23,2023-08-08,24,8337771.0,347407.0,146,24,8337771.0,1
10203,2022-04-30,2022-11-20,4,23701911.0,5925478.0,407,4,23701911.0,1
10204,2023-02-24,2023-12-31,25,29721070.0,1188843.0,1,25,29721070.0,0
10205,2023-02-26,2023-08-08,8,44331423.0,5541428.0,146,8,44331423.0,1
10206,2022-04-14,2023-06-08,16,23737204.0,1483575.0,207,16,23737204.0,1
10207,2022-09-11,2023-12-31,3,47872363.0,15957454.0,1,3,47872363.0,0
10208,2022-08-15,2022-10-16,20,23571011.0,1178551.0,442,20,23571011.0,1
10209,2022-04-22,2022-07-15,9,29078017.0,3230891.0,535,9,29078017.0,1
10210,2023-05-25,2023-12-31,3,41651313.0,13883771.0,1,3,41651313.0,0
10211,2023-04-18,2023-05-29,3,30819838.0,10273279.0,217,3,30819838.0,1
10212,2022-04-09,2023-10-18,3,49979078.0,16659693.0,75,3,49979078.0,0
10213,2022-06-02,2023-12-31,26,34745060.0,1336348.0,1,26,34745060.0,0
10214,2022-12-04,2023-12-31,6,27753640.0,4625607.0,1,6,27753640.0,0
10215,2022-06-12,2023-11-07,6,2398472.0,399745.0,55,6,2398472.0,0
10216,2022-06-10,2023-02-22,20,22217631.0,1110882.0,313,20,22217631.0,1
10217,2023-02-02,2023-12-31,13,16401820.0,1261678.0,1,13,16401820.0,0
10218,2022-10-04,2023-12-31,3,39203768.0,13067923.0,1,3,39203768.0,0
10219,2023-05-19,2023-11-24,12,11780506.0,981709.0,38,12,11780506.0,0
10220,2023-01-27,2023-12-31,11,11625180.0,1056835.0,1,11,11625180.0,0
10221,2022-05-15,2023-01-24,25,10827567.0,433103.0,342,25,10827567.0,1
10222,2022-07-14,2023-12-29,6,7581273.0,1263546.0,3,6,7581273.0,0
10223,2023-02-05,2023-12-31,8,16999156.0,2124894.0,1,8,16999156.0,0
10224,2022-02-02,2022-04-17,18,46204843.0,2566936.0,624,18,46204843.0,1
10225,2023-04-05,2023-12-04,4,40566366.0,10141592.0,28,4,40566366.0,0
10226,2023-04-15,2023-07-12,25,38550762.0,1542030.0,173,25,38550762.0,1
10227,2023-01-10,2023-12-31,20,41704710.0,2085236.0,1,20,41704710.0,0
10228,2022-01-22,2022-09-03,12,14886429.0,1240536.0,485,12,14886429.0,1
10229,2022-02-07,2023-07-10,26,46282038.0,1780078.0,175,26,46282038.0,1
10230,2022-08-18,2023-02-20,26,8175011.0,314424.0,315,26,8175011.0,1
10231,2022-12-31,2023-12-31,19,18286363.0,962440.0,1,19,18286363.0,0
10232,2023-03-14,2023-11-24,15,31006804.0,2067120.0,38,15,31006804.0,0
10233,2022-10-10,2023-12-25,26,6427578.0,247215.0,7,26,6427578.0,0
10234,2022-01-27,2022-09-18,20,38290614.0,1914531.0,470,20,38290614.0,1
10235,2022-08-14,2022-11-30,24,20872099.0,869671.0,397,24,20872099.0,1
10236,2022-10-04,2023-03-06,15,41047808.0,2736521.0,301,15,41047808.0,1
10237,2022-10-11,2023-12-31,19,26239131.0,1381007.0,1,19,26239131.0,0
10238,2023-04-26,2023-12-29,7,10388426.0,1484061.0,3,7,10388426.0,0
10239,2023-03-29,2023-12-31,13,38525900.0,2963531.0,1,13,38525900.0,0
10240,2023-05-31,2023-12-31,9,14008913.0,1556546.0,1,9,14008913.0,0
10241,2022-07-11,2022-11-21,12,26133163.0,2177764.0,406,12,26133163.0,1
10242,2022-02-18,2023-04-16,19,5037090.0,265110.0,260,19,5037090.0,1
10243,2023-05-27,2023-12-31,17,32587626.0,1916919.0,1,17,32587626.0,0
10244,2022-01-17,2023-04-25,20,35025575.0,1751279.0,251,20,35025575.0,1
10245,2022-06-21,2023-06-16,25,20436650.0,817466.0,199,25,20436650.0,1
10246,2022-08-08,2023-01-27,24,49684677.0,2070195.0,339,24,49684677.0,1
10247,2022-06-07,2023-12-28,21,45607781.0,2171799.0,4,21,45607781.0,0
10248,2023-04-22,2023-12-31,4,37163399.0,9290850.0,1,4,37163399.0,0
10249,2022-02-15,2022-11-04,6,37453525.0,6242254.0,423,6,37453525.0,1
10250,2023-01-08,2023-12-31,5,14022007.0,2804401.0,1,5,14022007.0,0
10251,2022-04-09,2023-11-30,9,34566214.0,3840690.0,32,9,34566214.0,0
10252,2022-02-06,2022-06-05,26,11268878.0,433418.0,575,26,11268878.0,1
10253,2022-10-07,2023-12-31,20,8515364.0,425768.0,1,20,8515364.0,0
10254,2022-12-15,2023-07-31,12,51972969.0,4331081.0,154,12,51972969.0,1
10255,2023-05-12,2023-12-31,9,32816697.0,3646300.0,1,9,32816697.0,0
10256,2022-10-29,2023-12-31,10,23094184.0,2309418.0,1,10,23094184.0,0
10257,2022-06-30,2022-08-24,8,15838758.0,1979845.0,495,8,15838758.0,1
10258,2022-04-09,2022-06-02,24,31879159.0,1328298.0,578,24,31879159.0,1
10259,2022-04-26,2023-06-23,3,3719350.0,1239783.0,192,3,3719350.0,1
10260,2022-07-10,2023-12-28,6,6009794.0,1001632.0,4,6,6009794.0,0
10261,2022-09-10,2023-08-06,16,2869120.0,179320.0,148,16,2869120.0,1
10262,2022-06-10,2023-06-13,19,26557828.0,1397780.0,202,19,26557828.0,1
10263,2022-09-13,2023-07-06,22,31710817.0,1441401.0,179,22,31710817.0,1
10264,2022-11-19,2023-12-31,20,4373972.0,218699.0,1,20,4373972.0,0
10265,2022-05-08,2023-09-05,13,37838203.0,2910631.0,118,13,37838203.0,1
10266,2022-01-18,2023-02-11,23,12904070.0,561047.0,324,23,12904070.0,1
10267,2022-11-19,2023-02-24,16,36008234.0,2250515.0,311,16,36008234.0,1
10268,2022-10-15,2023-12-30,11,51080375.0,4643670.0,2,11,51080375.0,0
10269,2022-06-04,2023-11-06,17,36308178.0,2135775.0,56,17,36308178.0,0
10270,2023-05-05,2023-07-22,14,46066207.0,3290443.0,163,14,46066207.0,1
10271,2023-01-21,2023-12-31,12,49368484.0,4114040.0,1,12,49368484.0,0
10272,2022-04-14,2022-08-23,21,25926953.0,1234617.0,496,21,25926953.0,1
10273,2023-01-28,2023-09-30,26,36878109.0,1418389.0,93,26,36878109.0,0
10274,2022-09-03,2023-12-14,21,44480038.0,2118097.0,18,21,44480038.0,0
10275,2022-06-25,2023-12-31,8,19315733.0,2414467.0,1,8,19315733.0,0
10276,2022-02-08,2023-09-19,22,14478984.0,658136.0,104,22,14478984.0,0
10277,2023-04-22,2023-10-27,26,49287207.0,1895662.0,66,26,49287207.0,0
10278,2023-02-12,2023-12-31,8,38096218.0,4762027.0,1,8,38096218.0,0
10279,2023-05-21,2023-12-31,10,12359852.0,1235985.0,1,10,12359852.0,0
10280,2022-02-05,2022-03-11,3,24013436.0,8004479.0,661,3,24013436.0,1
10281,2022-01-20,2023-10-07,24,41659750.0,1735823.0,86,24,41659750.0,0
10282,2022-11-17,2023-12-12,19,28990800.0,1525832.0,20,19,28990800.0,0
10283,2023-05-27,2023-12-31,19,34217567.0,1800925.0,1,19,34217567.0,0
10284,2023-02-04,2023-11-08,26,39491425.0,1518901.0,54,26,39491425.0,0
10285,2023-04-16,2023-12-31,17,32798067.0,1929298.0,1,17,32798067.0,0
10286,2022-05-23,2023-08-17,9,28636030.0,3181781.0,137,9,28636030.0,1
10287,2022-04-02,2022-05-16,21,39280406.0,1870496.0,595,21,39280406.0,1
10288,2022-12-20,2023-12-31,24,38160202.0,1590008.0,1,24,38160202.0,0
10289,2022-02-20,2022-07-21,27,33197518.0,1229538.0,529,27,33197518.0,1
10290,2022-07-09,2023-05-11,25,19477302.0,779092.0,235,25,19477302.0,1
10291,2022-05-05,2023-12-13,5,21815254.0,4363051.0,19,5,21815254.0,0
10292,2022-05-30,2023-09-24,24,50498278.0,2104095.0,99,24,50498278.0,0
10293,2022-11-10,2023-12-31,13,6909205.0,531477.0,1,13,6909205.0,0
10294,2022-12-08,2023-10-27,22,14840050.0,674548.0,66,22,14840050.0,0
10295,2022-11-01,2023-12-31,21,26214009.0,1248286.0,1,21,26214009.0,0
10296,2022-02-23,2023-11-12,11,43705868.0,3973261.0,50,11,43705868.0,0
10297,2023-03-20,2023-12-31,12,9514724.0,792894.0,1,12,9514724.0,0
10298,2022-09-21,2023-05-18,4,15269295.0,3817324.0,228,4,15269295.0,1
10299,2022-02-22,2023-11-03,3,4542549.0,1514183.0,59,3,4542549.0,0
10300,2022-01-05,2022-12-02,18,37064052.0,2059114.0,395,18,37064052.0,1
10301,2022-04-13,2022-12-21,20,13301039.0,665052.0,376,20,13301039.0,1
10302,2022-07-15,2022-08-16,25,20944677.0,837787.0,503,25,20944677.0,1
10303,2022-12-16,2023-12-31,19,23740034.0,1249475.0,1,19,23740034.0,0
10304,2022-02-16,2022-06-18,8,46478748.0,5809844.0,562,8,46478748.0,1
10305,2022-09-26,2023-12-31,16,22095579.0,1380974.0,1,16,22095579.0,0
10306,2023-01-05,2023-12-31,25,8577431.0,343097.0,1,25,8577431.0,0
10307,2022-04-16,2023-09-20,27,27835199.0,1030933.0,103,27,27835199.0,0
10308,2022-04-30,2023-01-19,17,50118266.0,2948133.0,347,17,50118266.0,1
10309,2022-02-27,2023-12-08,16,32070431.0,2004402.0,24,16,32070431.0,0
10310,2022-12-12,2023-06-20,26,51156071.0,1967541.0,195,26,51156071.0,1
10311,2023-04-19,2023-12-31,24,43928251.0,1830344.0,1,24,43928251.0,0
10312,2022-04-27,2023-04-24,5,3027060.0,605412.0,252,5,3027060.0,1
10313,2022-05-07,2022-07-25,26,34646699.0,1332565.0,525,26,34646699.0,1
10314,2023-01-28,2023-12-31,25,15767757.0,630710.0,1,25,15767757.0,0
10315,2022-02-27,2023-08-02,21,29628536.0,1410883.0,152,21,29628536.0,1
10316,2023-05-28,2023-12-31,27,15390736.0,570027.0,1,27,15390736.0,0
10317,2022-04-06,2023-02-01,14,18922617.0,1351616.0,334,14,18922617.0,1
10318,2022-04-28,2023-12-28,4,48096971.0,12024243.0,4,4,48096971.0,0
10319,2023-05-03,2023-12-31,5,11697474.0,2339495.0,1,5,11697474.0,0
10320,2022-08-25,2023-12-31,20,45604743.0,2280237.0,1,20,45604743.0,0
10321,2022-09-29,2023-01-26,3,2747257.0,915752.0,340,3,2747257.0,1
10322,2022-07-08,2023-10-26,22,5816528.0,264388.0,67,22,5816528.0,0
10323,2023-03-23,2023-12-31,23,44617492.0,1939891.0,1,23,44617492.0,0
10324,2022-09-04,2023-02-19,8,33232246.0,4154031.0,316,8,33232246.0,1
10325,2022-03-17,2023-04-07,7,39159596.0,5594228.0,269,7,39159596.0,1
