date,customer_id,product_name,quantity,unit_price,total_revenue
2023-05-29,10561,Cargo Pants,5,3076252.0,15381260.0
2023-09-23,11188,Oversize Hoodie,4,725700.0,2902800.0
2023-02-06,11690,Summer Dress,2,1496449.0,2992898.0
2023-06-26,10312,Leather Jacket,3,1865005.0,5595015.0
2023-12-08,12424,Summer Dress,5,3098560.0,15492800.0
2023-01-13,11370,Cargo Pants,5,1836866.0,9184330.0
2023-07-02,12198,Oversize Hoodie,4,2582008.0,10328032.0
2023-05-25,11912,Denim Jacket,3,2510515.0,7531545.0
2023-09-22,10581,Summer Dress,5,2007721.0,10038605.0
2023-03-29,10977,Knit Scarf,4,809434.0,3237736.0
2023-02-15,10177,Leather Jacket,1,1051586.0,1051586.0
2023-04-29,12402,Basic T-Shirt,5,1110386.0,5551930.0
2023-01-19,10514,Cargo Pants,4,556314.0,2225256.0
2023-08-08,12357,Slim Jeans,1,1492850.0,1492850.0
2023-08-21,10119,Slim Jeans,4,2128913.0,8515652.0
2023-04-04,11543,Cargo Pants,5,846732.0,4233660.0
2023-09-08,10767,Denim Jacket,1,931349.0,931349.0
2023-09-07,10973,Basic T-Shirt,4,2394212.0,9576848.0
2023-10-09,10916,Oversize Hoodie,3,915447.0,2746341.0
2023-08-20,11438,Summer Dress,1,822173.0,822173.0
2023-02-15,10587,Summer Dress,4,3139065.0,12556260.0
2023-02-15,10351,Basic T-Shirt,3,490522.0,1471566.0
2023-01-14,11530,Knit Scarf,1,1344872.0,1344872.0
2023-03-26,12243,Basic T-Shirt,4,546076.0,2184304.0
2023-11-15,11474,Leather Jacket,5,2754633.0,13773165.0
2023-11-24,10496,Leather Jacket,1,2054723.0,2054723.0
2023-01-03,11871,Slim Jeans,1,581868.0,581868.0
2023-01-28,10273,Oversize Hoodie,3,2142246.0,6426738.0
2023-06-06,12100,Denim Jacket,4,788515.0,3154060.0
2023-12-09,10263,Oversize Hoodie,5,1813265.0,9066325.0
2023-11-29,12181,Knit Scarf,3,2290886.0,6872658.0
2023-11-28,12358,Basic T-Shirt,1,858394.0,858394.0
2023-06-24,11597,Slim Jeans,3,1816889.0,5450667.0
2023-04-24,12064,Slim Jeans,3,1707880.0,5123640.0
2023-11-27,11765,Leather Jacket,3,2968314.0,8904942.0
2023-09-07,10195,Summer Dress,1,3188179.0,3188179.0
2023-02-28,11787,Knit Scarf,2,2249805.0,4499610.0
2023-07-22,11467,Oversize Hoodie,3,2800863.0,8402589.0
2023-11-11,12351,Knit Scarf,2,2228925.0,4457850.0
2023-08-27,11072,Slim Jeans,5,2859787.0,14298935.0
2023-08-22,11771,Leather Jacket,5,1641498.0,8207490.0
2023-10-30,11145,Leather Jacket,5,2121972.0,10609860.0
2023-04-05,11523,Leather Jacket,4,2774216.0,11096864.0
2023-05-21,10832,Knit Scarf,1,2974736.0,2974736.0
2023-11-30,10562,Summer Dress,2,517878.0,1035756.0
2023-04-23,10041,Slim Jeans,4,735870.0,2943480.0
2023-04-19,11480,Basic T-Shirt,2,3010723.0,6021446.0
2023-12-28,10371,Basic T-Shirt,1,2013399.0,2013399.0
2023-12-11,11206,Leather Jacket,3,3173028.0,9519084.0
2023-10-16,10657,Leather Jacket,4,2629741.0,10518964.0
2023-04-07,10590,Summer Dress,1,2699886.0,2699886.0
2023-12-01,10231,Leather Jacket,4,1511837.0,6047348.0
2023-01-16,10809,Cargo Pants,5,1158239.0,5791195.0
2023-02-13,11372,Slim Jeans,4,2095213.0,8380852.0
2023-08-18,10479,Denim Jacket,3,2867338.0,8602014.0
2023-04-18,11233,Denim Jacket,3,2445671.0,7337013.0
2023-08-05,12326,Leather Jacket,2,1748482.0,3496964.0
2023-09-17,11773,Denim Jacket,4,2521301.0,10085204.0
2023-11-08,12101,Leather Jacket,5,2348593.0,11742965.0
2023-11-16,11885,Slim Jeans,3,2960891.0,8882673.0
2023-07-15,11034,Oversize Hoodie,2,1174782.0,2349564.0
2023-04-05,11763,Cargo Pants,5,778107.0,3890535.0
2023-02-25,10748,Cargo Pants,5,1742641.0,8713205.0
2023-02-01,10464,Denim Jacket,5,1442972.0,7214860.0
2023-08-19,10754,Basic T-Shirt,1,3130868.0,3130868.0
2023-01-09,11841,Leather Jacket,3,470637.0,1411911.0
2023-07-10,10583,Slim Jeans,1,3016803.0,3016803.0
2023-12-27,12206,Basic T-Shirt,1,3076468.0,3076468.0
2023-07-19,10019,Knit Scarf,3,590136.0,1770408.0
2023-11-30,10055,Denim Jacket,4,2896317.0,11585268.0
2023-06-10,11751,Knit Scarf,2,1744642.0,3489284.0
2023-03-28,10721,Summer Dress,3,2556915.0,7670745.0
2023-01-21,11564,Knit Scarf,2,667953.0,1335906.0
2023-11-07,12333,Knit Scarf,4,3076815.0,12307260.0
2023-03-17,11556,Oversize Hoodie,3,2120758.0,6362274.0
2023-05-21,11420,Leather Jacket,5,2921409.0,14607045.0
2023-05-06,12168,Oversize Hoodie,3,2300649.0,6901947.0
2023-09-08,12145,Leather Jacket,4,1926228.0,7704912.0
2023-03-25,12168,Leather Jacket,1,924363.0,924363.0
2023-02-17,11561,Leather Jacket,3,939374.0,2818122.0
2023-03-19,11177,Oversize Hoodie,5,1749568.0,8747840.0
2023-01-30,11269,Cargo Pants,3,2843716.0,8531148.0
2023-10-12,11796,Summer Dress,1,766851.0,766851.0
2023-05-16,12441,Cargo Pants,3,3195559.0,9586677.0
2023-05-20,11167,Slim Jeans,5,2858759.0,14293795.0
2023-02-10,11871,Slim Jeans,4,1529537.0,6118148.0
2023-10-09,12268,Knit Scarf,5,1146075.0,5730375.0
2023-02-19,10160,Cargo Pants,4,2985489.0,11941956.0
2023-09-15,10639,Summer Dress,5,788832.0,3944160.0
2023-11-07,11056,Knit Scarf,2,1405047.0,2810094.0
2023-12-26,10334,Summer Dress,3,680759.0,2042277.0
2023-09-27,10892,Leather Jacket,3,3072021.0,9216063.0
2023-05-14,12017,Leather Jacket,1,2148463.0,2148463.0
2023-08-22,10352,Slim Jeans,2,1374494.0,2748988.0
2023-05-08,11363,Leather Jacket,1,1207579.0,1207579.0
2023-04-14,10926,Knit Scarf,3,1671259.0,5013777.0
2023-09-11,11424,Leather Jacket,1,701291.0,701291.0
2023-04-05,12444,Summer Dress,4,2895710.0,11582840.0
2023-12-03,12406,Oversize Hoodie,2,1855086.0,3710172.0
2023-08-05,11420,Denim Jacket,5,2444020.0,12220100.0
2023-03-02,10060,Cargo Pants,4,1092801.0,4371204.0
2023-09-25,10001,Basic T-Shirt,5,1835310.0,9176550.0
2023-08-29,11579,Basic T-Shirt,1,1030487.0,1030487.0
2023-01-13,10311,Leather Jacket,3,2694260.0,8082780.0
2023-05-27,12216,Leather Jacket,4,2582006.0,10328024.0
2023-08-28,12240,Cargo Pants,2,857556.0,1715112.0
2023-03-30,10708,Basic T-Shirt,5,654894.0,3274470.0
2023-04-05,11182,Summer Dress,4,2716541.0,10866164.0
2023-11-11,11781,Denim Jacket,3,751532.0,2254596.0
2023-10-20,11524,Basic T-Shirt,2,1958331.0,3916662.0
2023-01-25,12414,Basic T-Shirt,2,1919840.0,3839680.0
2023-09-29,11364,Knit Scarf,5,1008096.0,5040480.0
2023-06-15,10858,Basic T-Shirt,4,2076230.0,8304920.0
2023-09-07,12375,Leather Jacket,4,1832577.0,7330308.0
2023-03-28,12162,Knit Scarf,2,1850270.0,3700540.0
2023-05-22,10919,Leather Jacket,1,1439175.0,1439175.0
2023-05-14,10609,Cargo Pants,2,2755679.0,5511358.0
2023-10-06,10309,Basic T-Shirt,3,682019.0,2046057.0
2023-05-06,12449,Denim Jacket,4,1656213.0,6624852.0
2023-11-12,11344,Leather Jacket,5,1164495.0,5822475.0
2023-05-21,10212,Cargo Pants,4,2783191.0,11132764.0
2023-12-22,12365,Basic T-Shirt,2,1068971.0,2137942.0
2023-04-13,10185,Denim Jacket,3,2559318.0,7677954.0
2023-08-14,11229,Summer Dress,1,2131667.0,2131667.0
2023-03-04,11388,Leather Jacket,4,2855673.0,11422692.0
2023-10-21,11240,Denim Jacket,2,2082933.0,4165866.0
2023-11-02,10246,Denim Jacket,2,1980332.0,3960664.0
2023-09-11,10239,Denim Jacket,2,2653107.0,5306214.0
2023-06-29,11829,Oversize Hoodie,3,1996838.0,5990514.0
2023-02-09,11415,Denim Jacket,2,2772491.0,5544982.0
2023-09-21,10520,Cargo Pants,2,585625.0,1171250.0
2023-07-08,11614,Leather Jacket,2,1811662.0,3623324.0
2023-01-08,10277,Summer Dress,4,2684902.0,10739608.0
2023-04-14,11006,Summer Dress,2,2783004.0,5566008.0
2023-08-13,12250,Leather Jacket,3,2743652.0,8230956.0
2023-02-03,10214,Denim Jacket,4,2112049.0,8448196.0
2023-08-24,10606,Slim Jeans,2,3183421.0,6366842.0
2023-08-16,10478,Cargo Pants,1,948812.0,948812.0
2023-07-07,10508,Basic T-Shirt,3,929758.0,2789274.0
2023-11-09,11099,Basic T-Shirt,1,540262.0,540262.0
2023-01-22,11978,Summer Dress,3,3170677.0,9512031.0
2023-12-09,10142,Denim Jacket,1,1407056.0,1407056.0
2023-02-09,12370,Leather Jacket,2,2545649.0,5091298.0
2023-06-22,11718,Slim Jeans,1,614203.0,614203.0
2023-06-28,10461,Cargo Pants,1,1271392.0,1271392.0
2023-03-27,10670,Oversize Hoodie,3,2165580.0,6496740.0
2023-05-13,12102,Basic T-Shirt,2,1893145.0,3786290.0
2023-12-17,12325,Knit Scarf,3,1021308.0,3063924.0
2023-01-13,11845,Cargo Pants,2,1719381.0,3438762.0
2023-01-28,11619,Denim Jacket,5,749150.0,3745750.0
2023-03-25,10400,Cargo Pants,4,1942435.0,7769740.0
2023-11-14,10668,Slim Jeans,4,716589.0,2866356.0
2023-12-15,11523,Cargo Pants,3,2198823.0,6596469.0
2023-12-09,11335,Basic T-Shirt,2,877233.0,1754466.0
2023-10-07,11295,Leather Jacket,1,1954486.0,1954486.0
2023-12-20,11473,Denim Jacket,4,805082.0,3220328.0
2023-09-20,12160,Basic T-Shirt,3,1551954.0,4655862.0
2023-06-15,10239,Oversize Hoodie,3,1417537.0,4252611.0
2023-10-20,11044,Leather Jacket,3,2530129.0,7590387.0
2023-03-09,11313,Summer Dress,2,2213195.0,4426390.0
2023-08-14,11617,Slim Jeans,3,3026994.0,9080982.0
2023-06-19,12245,Denim Jacket,5,2985254.0,14926270.0
2023-03-27,12430,Basic T-Shirt,1,2443739.0,2443739.0
2023-05-13,11722,Leather Jacket,3,2569111.0,7707333.0
2023-06-27,11741,Cargo Pants,2,2168509.0,4337018.0
2023-12-09,11516,Leather Jacket,1,2352074.0,2352074.0
2023-09-09,12212,Basic T-Shirt,1,2147362.0,2147362.0
2023-01-15,11273,Summer Dress,4,1307354.0,5229416.0
2023-08-11,11045,Basic T-Shirt,3,1414396.0,4243188.0
2023-07-20,11536,Summer Dress,3,2030518.0,6091554.0
2023-04-17,10536,Cargo Pants,2,2430487.0,4860974.0
2023-09-07,12159,Basic T-Shirt,5,1566827.0,7834135.0
2023-03-30,10949,Leather Jacket,5,842336.0,4211680.0
2023-05-05,10863,Oversize Hoodie,4,1713397.0,6853588.0
2023-04-23,11022,Oversize Hoodie,5,3098767.0,15493835.0
2023-05-17,10434,Cargo Pants,2,1038739.0,2077478.0
2023-09-04,11404,Knit Scarf,4,2234940.0,8939760.0
2023-06-15,10783,Knit Scarf,3,3151990.0,9455970.0
2023-05-30,10988,Leather Jacket,5,1484654.0,7423270.0
2023-12-29,10169,Oversize Hoodie,2,2891680.0,5783360.0
2023-12-09,10709,Cargo Pants,2,2826024.0,5652048.0
2023-03-09,10965,Summer Dress,3,1382374.0,4147122.0
2023-08-09,11603,Leather Jacket,2,720923.0,1441846.0
2023-09-28,10229,Knit Scarf,4,940983.0,3763932.0
2023-11-17,11185,Denim Jacket,4,1455810.0,5823240.0
2023-11-06,10427,Summer Dress,1,3087619.0,3087619.0
2023-12-15,10122,Leather Jacket,3,1204738.0,3614214.0
2023-01-20,12197,Summer Dress,2,2998878.0,5997756.0
2023-10-16,10111,Summer Dress,5,948753.0,4743765.0
2023-04-10,11245,Oversize Hoodie,4,3116984.0,12467936.0
2023-09-09,11928,Denim Jacket,3,1257412.0,3772236.0
2023-03-18,10064,Leather Jacket,3,2191004.0,6573012.0
2023-05-15,11378,Basic T-Shirt,4,641651.0,2566604.0
2023-06-22,10909,Oversize Hoodie,1,1274076.0,1274076.0
2023-12-29,11772,Summer Dress,3,1029454.0,3088362.0
2023-07-20,11509,Summer Dress,2,459396.0,918792.0
2023-08-05,10013,Knit Scarf,5,881117.0,4405585.0
2023-07-27,11177,Basic T-Shirt,5,2081035.0,10405175.0
2023-03-15,10239,Knit Scarf,4,1522280.0,6089120.0
